X,Y,Spell,mask
-1,-2,-5,-1
-1,-2.5,-5,-1
-1,-20,-5,-1
-1,-20.5,-5,-1
-1,-21,-5,-1
-1,-21.5,-5,-1
-1,-22,-5,-1
-1,-22.5,-5,-1
-1,-23,-5,-1
-1,-23.5,-5,-1
-1,-24,-5,-1
-1,-24.5,-5,-1
-1,-25,-5,-1
-1,-25.5,-5,-1
-1,-26,-5,-1
-1,-26.5,-5,-1
-1,-27,-5,-1
-1,-27.5,-5,-1
-1,-28,-5,-1
-1,-28.5,-5,-1
-1,-29,-5,-1
-1,-29.5,-5,-1
-1,-3,-5,-1
-1,-3.5,-5,-1
-1,-30,-5,-1
-1,-30.5,1,1
-1,-31,1,1
-1,-31.5,1,1
-1,-32,1,1
-1,-32.5,1,1
-1,-33,1,1
-1,-33.5,1,1
-1,-34,1,1
-1,-34.5,1,1
-1,-35,1,1
-1,-35.5,1,1
-1,-36,1,1
-1,-36.5,1,1
-1,-37,1,1
-1,-37.5,1,1
-1,-38,1,1
-1,-38.5,1,1
-1,-39,1,1
-1,-39.5,1,1
-1,-4,-5,-1
-1,-4.5,-5,-1
-1,-40,1,1
-1,-5,-5,-1
-1,-5.5,-5,-1
-1,-6,-5,-1
-1,-6.5,-5,-1
-1,-7,-5,-1
-1,-7.5,-5,-1
-1,-8,-5,-1
-1,-8.5,-5,-1
-1,-9,-5,-1
-1,-9.5,-5,-1
-1,0,-5,-1
-1,0.5,-5,-1
-1,1,-5,-1
-1,1.5,-5,-1
-1,10,0,1
-1,10.5,0,1
-1,11,0,1
-1,11.5,0,1
-1,12,0,1
-1,12.5,0,1
-1,13,0,1
-1,13.5,0,1
-1,14,0,1
-1,14.5,0,1
-1,15,0,1
-1,15.5,0,1
-1,16,0,1
-1,16.5,0,1
-1,17,0,1
-1,17.5,0,1
-1,18,1,1
-1,18.5,1,1
-1,19,-5,-1
-1,19.5,-5,-1
-1,2,1,1
-1,2.5,1,1
-1,20,-5,-1
-1,20.5,-5,-1
-1,21,-5,-1
-1,21.5,-5,-1
-1,22,-5,-1
-1,22.5,-5,-1
-1,23,-5,-1
-1,23.5,-5,-1
-1,24,-5,-1
-1,24.5,-5,-1
-1,25,-5,-1
-1,25.5,-5,-1
-1,26,-5,-1
-1,26.5,-5,-1
-1,27,-5,-1
-1,27.5,-5,-1
-1,28,-5,-1
-1,28.5,-5,-1
-1,29,-5,-1
-1,29.5,-5,-1
-1,3,1,1
-1,3.5,1,1
-1,30,-5,-1
-1,30.5,-5,-1
-1,31,-5,-1
-1,31.5,-5,-1
-1,32,-5,-1
-1,32.5,-5,-1
-1,33,-5,-1
-1,33.5,-5,-1
-1,34,-5,-1
-1,34.5,-5,-1
-1,35,-5,-1
-1,35.5,-5,-1
-1,36,-5,-1
-1,36.5,-5,-1
-1,37,-5,-1
-1,37.5,-5,-1
-1,38,-5,-1
-1,38.5,-5,-1
-1,39,-5,-1
-1,39.5,-5,-1
-1,4,1,1
-1,4.5,1,1
-1,40,-5,-1
-1,5,2,1
-1,5.5,2,1
-1,6,1,1
-1,6.5,1,1
-1,7,1,1
-1,7.5,1,1
-1,8,1,1
-1,8.5,1,1
-1,9,1,1
-1,9.5,0,1
-1.5,-0.5,-5,-1
-1.5,-1,-5,-1
-1.5,-1.5,-5,-1
-1.5,-10,-5,-1
-1.5,-10.5,-5,-1
-1.5,-11,-5,-1
-1.5,-11.5,-5,-1
-1.5,-12,-5,-1
-1.5,-12.5,-5,-1
-1.5,-13,-5,-1
-1.5,-13.5,-5,-1
-1.5,-14,-5,-1
-1.5,-14.5,-5,-1
-1.5,-15,-5,-1
-1.5,-15.5,-5,-1
-1.5,-16,-5,-1
-1.5,-16.5,-5,-1
-1.5,-17,-5,-1
-1.5,-17.5,-5,-1
-1.5,-18,-5,-1
-1.5,-18.5,-5,-1
-1.5,-19,-5,-1
-1.5,-19.5,-5,-1
-1.5,-2,-5,-1
-1.5,-2.5,-5,-1
-1.5,-20,-5,-1
-1.5,-20.5,-5,-1
-1.5,-21,-5,-1
-1.5,-21.5,-5,-1
-1.5,-22,-5,-1
-1.5,-22.5,-5,-1
-1.5,-23,-5,-1
-1.5,-23.5,-5,-1
-1.5,-24,-5,-1
-1.5,-24.5,-5,-1
-1.5,-25,-5,-1
-1.5,-25.5,-5,-1
-1.5,-26,-5,-1
-1.5,-26.5,-5,-1
-1.5,-27,-5,-1
-1.5,-27.5,-5,-1
-1.5,-28,-5,-1
-1.5,-28.5,-5,-1
-1.5,-29,-5,-1
-1.5,-29.5,-5,-1
-1.5,-3,-5,-1
-1.5,-3.5,-5,-1
-1.5,-30,-5,-1
-1.5,-30.5,1,1
-1.5,-31,1,1
-1.5,-31.5,1,1
-1.5,-32,1,1
-1.5,-32.5,1,1
-1.5,-33,1,1
-1.5,-33.5,1,1
-1.5,-34,1,1
-1.5,-34.5,1,1
-1.5,-35,1,1
-1.5,-35.5,1,1
-1.5,-36,1,1
-1.5,-36.5,1,1
-1.5,-37,1,1
-1.5,-37.5,1,1
-1.5,-38,1,1
-1.5,-38.5,1,1
-1.5,-39,1,1
-1.5,-39.5,1,1
-1.5,-4,-5,-1
-1.5,-4.5,-5,-1
-1.5,-40,1,1
-1.5,-5,-5,-1
-1.5,-5.5,-5,-1
-1.5,-6,-5,-1
-1.5,-6.5,-5,-1
-1.5,-7,-5,-1
-1.5,-7.5,-5,-1
-1.5,-8,-5,-1
-1.5,-8.5,-5,-1
-1.5,-9,-5,-1
-1.5,-9.5,-5,-1
-1.5,0,-5,-1
-1.5,0.5,-5,-1
-1.5,1,-5,-1
-1.5,1.5,-5,-1
-1.5,10,0,1
-1.5,10.5,0,1
-1.5,11,0,1
-1.5,11.5,0,1
-1.5,12,0,1
-1.5,12.5,0,1
-1.5,13,0,1
-1.5,13.5,0,1
-1.5,14,0,1
-1.5,14.5,0,1
-1.5,15,0,1
-1.5,15.5,0,1
-1.5,16,0,1
-1.5,16.5,0,1
-1.5,17,0,1
-1.5,17.5,1,1
-1.5,18,1,1
-1.5,18.5,1,1
-1.5,19,-5,-1
-1.5,19.5,-5,-1
-1.5,2,1,1
-1.5,2.5,1,1
-1.5,20,-5,-1
-1.5,20.5,-5,-1
-1.5,21,-5,-1
-1.5,21.5,-5,-1
-1.5,22,-5,-1
-1.5,22.5,-5,-1
-1.5,23,-5,-1
-1.5,23.5,-5,-1
-1.5,24,-5,-1
-1.5,24.5,-5,-1
-1.5,25,-5,-1
-1.5,25.5,-5,-1
-1.5,26,-5,-1
-1.5,26.5,-5,-1
-1.5,27,-5,-1
-1.5,27.5,-5,-1
-1.5,28,-5,-1
-1.5,28.5,-5,-1
-1.5,29,-5,-1
-1.5,29.5,-5,-1
-1.5,3,1,1
-1.5,3.5,1,1
-1.5,30,-5,-1
-1.5,30.5,-5,-1
-1.5,31,-5,-1
-1.5,31.5,-5,-1
-1.5,32,-5,-1
-1.5,32.5,-5,-1
-1.5,33,-5,-1
-1.5,33.5,-5,-1
-1.5,34,-5,-1
-1.5,34.5,-5,-1
-1.5,35,-5,-1
-1.5,35.5,-5,-1
-1.5,36,-5,-1
-1.5,36.5,-5,-1
-1.5,37,-5,-1
-1.5,37.5,-5,-1
-1.5,38,-5,-1
-1.5,38.5,-5,-1
-1.5,39,-5,-1
-1.5,39.5,-5,-1
-1.5,4,1,1
-1.5,4.5,2,1
-1.5,40,-5,-1
-1.5,5,2,1
-1.5,5.5,2,1
-1.5,6,1,1
-1.5,6.5,1,1
-1.5,7,1,1
-1.5,7.5,1,1
-1.5,8,1,1
-1.5,8.5,1,1
-1.5,9,1,1
-1.5,9.5,0,1
-10,-0.5,-5,-1
-10,-1,-5,-1
-10,-1.5,-5,-1
-10,-10,-5,-1
-10,-10.5,-5,-1
-10,-11,-5,-1
-10,-11.5,-5,-1
-10,-12,-5,-1
-10,-12.5,-5,-1
-10,-13,-5,-1
-10,-13.5,-5,-1
-10,-14,-5,-1
-10,-14.5,-5,-1
-10,-15,-5,-1
-10,-15.5,-5,-1
-10,-16,-5,-1
-10,-16.5,-5,-1
-10,-17,-5,-1
-10,-17.5,-5,-1
-10,-18,-5,-1
-10,-18.5,-5,-1
-10,-19,-5,-1
-10,-19.5,-5,-1
-10,-2,-5,-1
-10,-2.5,-5,-1
-10,-20,-5,-1
-10,-20.5,-5,-1
-10,-21,-5,-1
-10,-21.5,-5,-1
-10,-22,-5,-1
-10,-22.5,-5,-1
-10,-23,-5,-1
-10,-23.5,-5,-1
-10,-24,-5,-1
-10,-24.5,-5,-1
-10,-25,-5,-1
-10,-25.5,-5,-1
-10,-26,-5,-1
-10,-26.5,-5,-1
-10,-27,-5,-1
-10,-27.5,1,1
-10,-28,1,1
-10,-28.5,1,1
-10,-29,1,1
-10,-29.5,1,1
-10,-3,-5,-1
-10,-3.5,-5,-1
-10,-30,1,1
-10,-30.5,1,1
-10,-31,1,1
-10,-31.5,1,1
-10,-32,1,1
-10,-32.5,1,1
-10,-33,1,1
-10,-33.5,1,1
-10,-34,1,1
-10,-34.5,1,1
-10,-35,1,1
-10,-35.5,1,1
-10,-36,1,1
-10,-36.5,1,1
-10,-37,1,1
-10,-37.5,1,1
-10,-38,1,1
-10,-38.5,1,1
-10,-39,1,1
-10,-39.5,1,1
-10,-4,-5,-1
-10,-4.5,-5,-1
-10,-40,1,1
-10,-5,-5,-1
-10,-5.5,-5,-1
-10,-6,-5,-1
-10,-6.5,-5,-1
-10,-7,-5,-1
-10,-7.5,-5,-1
-10,-8,-5,-1
-10,-8.5,-5,-1
-10,-9,-5,-1
-10,-9.5,-5,-1
-10,0,-5,-1
-10,0.5,1,1
-10,1,1,1
-10,1.5,1,1
-10,10,0,1
-10,10.5,0,1
-10,11,0,1
-10,11.5,0,1
-10,12,0,1
-10,12.5,1,1
-10,13,1,1
-10,13.5,1,1
-10,14,1,1
-10,14.5,1,1
-10,15,1,1
-10,15.5,1,1
-10,16,1,1
-10,16.5,1,1
-10,17,1,1
-10,17.5,1,1
-10,18,1,1
-10,18.5,-5,-1
-10,19,-5,-1
-10,19.5,-5,-1
-10,2,1,1
-10,2.5,1,1
-10,20,-5,-1
-10,20.5,-5,-1
-10,21,-5,-1
-10,21.5,-5,-1
-10,22,-5,-1
-10,22.5,-5,-1
-10,23,-5,-1
-10,23.5,-5,-1
-10,24,-5,-1
-10,24.5,-5,-1
-10,25,-5,-1
-10,25.5,-5,-1
-10,26,-5,-1
-10,26.5,-5,-1
-10,27,-5,-1
-10,27.5,-5,-1
-10,28,-5,-1
-10,28.5,-5,-1
-10,29,-5,-1
-10,29.5,-5,-1
-10,3,1,1
-10,3.5,1,1
-10,30,-5,-1
-10,30.5,-5,-1
-10,31,-5,-1
-10,31.5,-5,-1
-10,32,-5,-1
-10,32.5,-5,-1
-10,33,-5,-1
-10,33.5,-5,-1
-10,34,-5,-1
-10,34.5,-5,-1
-10,35,-5,-1
-10,35.5,-5,-1
-10,36,-5,-1
-10,36.5,-5,-1
-10,37,-5,-1
-10,37.5,-5,-1
-10,38,-5,-1
-10,38.5,-5,-1
-10,39,-5,-1
-10,39.5,-5,-1
-10,4,1,1
-10,4.5,1,1
-10,40,-5,-1
-10,5,1,1
-10,5.5,1,1
-10,6,0,1
-10,6.5,0,1
-10,7,0,1
-10,7.5,0,1
-10,8,0,1
-10,8.5,0,1
-10,9,0,1
-10,9.5,0,1
-10.5,-0.5,-5,-1
-10.5,-1,-5,-1
-10.5,-1.5,-5,-1
-10.5,-10,-5,-1
-10.5,-10.5,-5,-1
-10.5,-11,-5,-1
-10.5,-11.5,-5,-1
-10.5,-12,-5,-1
-10.5,-12.5,-5,-1
-10.5,-13,-5,-1
-10.5,-13.5,-5,-1
-10.5,-14,-5,-1
-10.5,-14.5,-5,-1
-10.5,-15,-5,-1
-10.5,-15.5,-5,-1
-10.5,-16,-5,-1
-10.5,-16.5,-5,-1
-10.5,-17,-5,-1
-10.5,-17.5,-5,-1
-10.5,-18,-5,-1
-10.5,-18.5,-5,-1
-10.5,-19,-5,-1
-10.5,-19.5,-5,-1
-10.5,-2,-5,-1
-10.5,-2.5,-5,-1
-10.5,-20,-5,-1
-10.5,-20.5,-5,-1
-10.5,-21,-5,-1
-10.5,-21.5,-5,-1
-10.5,-22,-5,-1
-10.5,-22.5,-5,-1
-10.5,-23,-5,-1
-10.5,-23.5,-5,-1
-10.5,-24,-5,-1
-10.5,-24.5,-5,-1
-10.5,-25,-5,-1
-10.5,-25.5,-5,-1
-10.5,-26,-5,-1
-10.5,-26.5,-5,-1
-10.5,-27,-5,-1
-10.5,-27.5,1,1
-10.5,-28,1,1
-10.5,-28.5,1,1
-10.5,-29,1,1
-10.5,-29.5,1,1
-10.5,-3,-5,-1
-10.5,-3.5,-5,-1
-10.5,-30,1,1
-10.5,-30.5,1,1
-10.5,-31,1,1
-10.5,-31.5,1,1
-10.5,-32,1,1
-10.5,-32.5,1,1
-10.5,-33,1,1
-10.5,-33.5,1,1
-10.5,-34,1,1
-10.5,-34.5,1,1
-10.5,-35,1,1
-10.5,-35.5,1,1
-10.5,-36,1,1
-10.5,-36.5,1,1
-10.5,-37,1,1
-10.5,-37.5,1,1
-10.5,-38,1,1
-10.5,-38.5,1,1
-10.5,-39,1,1
-10.5,-39.5,1,1
-10.5,-4,-5,-1
-10.5,-4.5,-5,-1
-10.5,-40,1,1
-10.5,-5,-5,-1
-10.5,-5.5,-5,-1
-10.5,-6,-5,-1
-10.5,-6.5,-5,-1
-10.5,-7,-5,-1
-10.5,-7.5,-5,-1
-10.5,-8,-5,-1
-10.5,-8.5,-5,-1
-10.5,-9,-5,-1
-10.5,-9.5,-5,-1
-10.5,0,-5,-1
-10.5,0.5,1,1
-10.5,1,1,1
-10.5,1.5,1,1
-10.5,10,0,1
-10.5,10.5,0,1
-10.5,11,0,1
-10.5,11.5,0,1
-10.5,12,0,1
-10.5,12.5,0,1
-10.5,13,0,1
-10.5,13.5,0,1
-10.5,14,1,1
-10.5,14.5,1,1
-10.5,15,1,1
-10.5,15.5,1,1
-10.5,16,1,1
-10.5,16.5,1,1
-10.5,17,1,1
-10.5,17.5,1,1
-10.5,18,1,1
-10.5,18.5,1,1
-10.5,19,-5,-1
-10.5,19.5,-5,-1
-10.5,2,1,1
-10.5,2.5,1,1
-10.5,20,-5,-1
-10.5,20.5,-5,-1
-10.5,21,-5,-1
-10.5,21.5,-5,-1
-10.5,22,-5,-1
-10.5,22.5,-5,-1
-10.5,23,-5,-1
-10.5,23.5,-5,-1
-10.5,24,-5,-1
-10.5,24.5,-5,-1
-10.5,25,-5,-1
-10.5,25.5,-5,-1
-10.5,26,-5,-1
-10.5,26.5,-5,-1
-10.5,27,-5,-1
-10.5,27.5,-5,-1
-10.5,28,-5,-1
-10.5,28.5,-5,-1
-10.5,29,-5,-1
-10.5,29.5,-5,-1
-10.5,3,1,1
-10.5,3.5,1,1
-10.5,30,-5,-1
-10.5,30.5,-5,-1
-10.5,31,-5,-1
-10.5,31.5,-5,-1
-10.5,32,-5,-1
-10.5,32.5,-5,-1
-10.5,33,-5,-1
-10.5,33.5,-5,-1
-10.5,34,-5,-1
-10.5,34.5,-5,-1
-10.5,35,-5,-1
-10.5,35.5,-5,-1
-10.5,36,-5,-1
-10.5,36.5,-5,-1
-10.5,37,-5,-1
-10.5,37.5,-5,-1
-10.5,38,-5,-1
-10.5,38.5,-5,-1
-10.5,39,-5,-1
-10.5,39.5,-5,-1
-10.5,4,1,1
-10.5,4.5,1,1
-10.5,40,-5,-1
-10.5,5,1,1
-10.5,5.5,0,1
-10.5,6,0,1
-10.5,6.5,0,1
-10.5,7,0,1
-10.5,7.5,0,1
-10.5,8,0,1
-10.5,8.5,0,1
-10.5,9,0,1
-10.5,9.5,0,1
-11,-0.5,-5,-1
-11,-1,-5,-1
-11,-1.5,-5,-1
-11,-10,-5,-1
-11,-10.5,-5,-1
-11,-11,-5,-1
-11,-11.5,-5,-1
-11,-12,-5,-1
-11,-12.5,-5,-1
-11,-13,-5,-1
-11,-13.5,-5,-1
-11,-14,-5,-1
-11,-14.5,-5,-1
-11,-15,-5,-1
-11,-15.5,-5,-1
-11,-16,-5,-1
-11,-16.5,-5,-1
-11,-17,-5,-1
-11,-17.5,-5,-1
-11,-18,-5,-1
-11,-18.5,-5,-1
-11,-19,-5,-1
-11,-19.5,-5,-1
-11,-2,-5,-1
-11,-2.5,-5,-1
-11,-20,-5,-1
-11,-20.5,-5,-1
-11,-21,-5,-1
-11,-21.5,-5,-1
-11,-22,-5,-1
-11,-22.5,-5,-1
-11,-23,-5,-1
-11,-23.5,-5,-1
-11,-24,-5,-1
-11,-24.5,-5,-1
-11,-25,-5,-1
-11,-25.5,-5,-1
-11,-26,-5,-1
-11,-26.5,-5,-1
-11,-27,1,1
-11,-27.5,1,1
-11,-28,1,1
-11,-28.5,1,1
-11,-29,1,1
-11,-29.5,1,1
-11,-3,-5,-1
-11,-3.5,-5,-1
-11,-30,1,1
-11,-30.5,1,1
-11,-31,1,1
-11,-31.5,1,1
-11,-32,1,1
-11,-32.5,1,1
-11,-33,1,1
-11,-33.5,1,1
-11,-34,1,1
-11,-34.5,1,1
-11,-35,1,1
-11,-35.5,1,1
-11,-36,1,1
-11,-36.5,1,1
-11,-37,1,1
-11,-37.5,1,1
-11,-38,1,1
-11,-38.5,1,1
-11,-39,1,1
-11,-39.5,1,1
-11,-4,-5,-1
-11,-4.5,-5,-1
-11,-40,1,1
-11,-5,-5,-1
-11,-5.5,-5,-1
-11,-6,-5,-1
-11,-6.5,-5,-1
-11,-7,-5,-1
-11,-7.5,-5,-1
-11,-8,-5,-1
-11,-8.5,-5,-1
-11,-9,-5,-1
-11,-9.5,-5,-1
-11,0,-5,-1
-11,0.5,1,1
-11,1,1,1
-11,1.5,1,1
-11,10,0,1
-11,10.5,0,1
-11,11,0,1
-11,11.5,0,1
-11,12,0,1
-11,12.5,0,1
-11,13,0,1
-11,13.5,0,1
-11,14,0,1
-11,14.5,0,1
-11,15,1,1
-11,15.5,1,1
-11,16,0,1
-11,16.5,0,1
-11,17,0,1
-11,17.5,0,1
-11,18,0,1
-11,18.5,1,1
-11,19,-5,-1
-11,19.5,-5,-1
-11,2,1,1
-11,2.5,1,1
-11,20,-5,-1
-11,20.5,-5,-1
-11,21,-5,-1
-11,21.5,-5,-1
-11,22,-5,-1
-11,22.5,-5,-1
-11,23,-5,-1
-11,23.5,-5,-1
-11,24,-5,-1
-11,24.5,-5,-1
-11,25,-5,-1
-11,25.5,-5,-1
-11,26,-5,-1
-11,26.5,-5,-1
-11,27,-5,-1
-11,27.5,-5,-1
-11,28,-5,-1
-11,28.5,-5,-1
-11,29,-5,-1
-11,29.5,-5,-1
-11,3,1,1
-11,3.5,1,1
-11,30,-5,-1
-11,30.5,-5,-1
-11,31,-5,-1
-11,31.5,-5,-1
-11,32,-5,-1
-11,32.5,-5,-1
-11,33,-5,-1
-11,33.5,-5,-1
-11,34,-5,-1
-11,34.5,-5,-1
-11,35,-5,-1
-11,35.5,-5,-1
-11,36,-5,-1
-11,36.5,-5,-1
-11,37,-5,-1
-11,37.5,-5,-1
-11,38,-5,-1
-11,38.5,-5,-1
-11,39,-5,-1
-11,39.5,-5,-1
-11,4,1,1
-11,4.5,1,1
-11,40,-5,-1
-11,5,1,1
-11,5.5,1,1
-11,6,0,1
-11,6.5,1,1
-11,7,1,1
-11,7.5,0,1
-11,8,0,1
-11,8.5,0,1
-11,9,0,1
-11,9.5,0,1
-11.5,-0.5,-5,-1
-11.5,-1,-5,-1
-11.5,-1.5,-5,-1
-11.5,-10,-5,-1
-11.5,-10.5,-5,-1
-11.5,-11,-5,-1
-11.5,-11.5,-5,-1
-11.5,-12,-5,-1
-11.5,-12.5,-5,-1
-11.5,-13,-5,-1
-11.5,-13.5,-5,-1
-11.5,-14,-5,-1
-11.5,-14.5,-5,-1
-11.5,-15,-5,-1
-11.5,-15.5,-5,-1
-11.5,-16,-5,-1
-11.5,-16.5,-5,-1
-11.5,-17,-5,-1
-11.5,-17.5,-5,-1
-11.5,-18,-5,-1
-11.5,-18.5,-5,-1
-11.5,-19,-5,-1
-11.5,-19.5,-5,-1
-11.5,-2,-5,-1
-11.5,-2.5,-5,-1
-11.5,-20,-5,-1
-11.5,-20.5,-5,-1
-11.5,-21,-5,-1
-11.5,-21.5,-5,-1
-11.5,-22,-5,-1
-11.5,-22.5,-5,-1
-11.5,-23,-5,-1
-11.5,-23.5,-5,-1
-11.5,-24,-5,-1
-11.5,-24.5,-5,-1
-11.5,-25,-5,-1
-11.5,-25.5,-5,-1
-11.5,-26,-5,-1
-11.5,-26.5,-5,-1
-11.5,-27,1,1
-11.5,-27.5,1,1
-11.5,-28,1,1
-11.5,-28.5,1,1
-11.5,-29,1,1
-11.5,-29.5,1,1
-11.5,-3,-5,-1
-11.5,-3.5,-5,-1
-11.5,-30,1,1
-11.5,-30.5,1,1
-11.5,-31,1,1
-11.5,-31.5,1,1
-11.5,-32,1,1
-11.5,-32.5,1,1
-11.5,-33,1,1
-11.5,-33.5,1,1
-11.5,-34,1,1
-11.5,-34.5,1,1
-11.5,-35,1,1
-11.5,-35.5,1,1
-11.5,-36,1,1
-11.5,-36.5,1,1
-11.5,-37,1,1
-11.5,-37.5,1,1
-11.5,-38,1,1
-11.5,-38.5,1,1
-11.5,-39,1,1
-11.5,-39.5,1,1
-11.5,-4,-5,-1
-11.5,-4.5,-5,-1
-11.5,-40,1,1
-11.5,-5,-5,-1
-11.5,-5.5,-5,-1
-11.5,-6,-5,-1
-11.5,-6.5,-5,-1
-11.5,-7,-5,-1
-11.5,-7.5,-5,-1
-11.5,-8,-5,-1
-11.5,-8.5,-5,-1
-11.5,-9,-5,-1
-11.5,-9.5,-5,-1
-11.5,0,-5,-1
-11.5,0.5,-5,-1
-11.5,1,1,1
-11.5,1.5,1,1
-11.5,10,0,1
-11.5,10.5,0,1
-11.5,11,0,1
-11.5,11.5,0,1
-11.5,12,0,1
-11.5,12.5,0,1
-11.5,13,0,1
-11.5,13.5,0,1
-11.5,14,0,1
-11.5,14.5,0,1
-11.5,15,0,1
-11.5,15.5,0,1
-11.5,16,0,1
-11.5,16.5,0,1
-11.5,17,0,1
-11.5,17.5,0,1
-11.5,18,0,1
-11.5,18.5,2,1
-11.5,19,-5,-1
-11.5,19.5,-5,-1
-11.5,2,1,1
-11.5,2.5,1,1
-11.5,20,-5,-1
-11.5,20.5,-5,-1
-11.5,21,-5,-1
-11.5,21.5,-5,-1
-11.5,22,-5,-1
-11.5,22.5,-5,-1
-11.5,23,-5,-1
-11.5,23.5,-5,-1
-11.5,24,-5,-1
-11.5,24.5,-5,-1
-11.5,25,-5,-1
-11.5,25.5,-5,-1
